1,in,15
2,degrees,2.0
3,mph,2.0
4,ft,2.0
5,ft,6
6,degrees,1440.0
7,mph,1440.0
8,in,1440
9,degrees,6.0
10,mph,6
11,mph,6
null,null,null
null,null,null
null,null,null
15,ft,1440
16,ft,1440
17,ft,1440
18,ft,1440
19,in,None
